#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1680262565488459700,0.000436166,0.000408465,-0.00067356,-0.175566,-0.127697,-9.7706
1680262565497909200,0.00405601,0.00201394,-0.000678894,-0.242022,-0.0903769,-9.7312
1680262565506955700,0.000140227,0.00129573,-0.000426737,-0.255762,-0.119719,-9.72976
1680262565516204100,-0.000722467,0.00171536,-0.000776297,-0.292502,-0.181121,-9.77027
1680262565525080300,8.14259e-05,0.00287485,0.000246275,-0.367213,-0.0844226,-9.69344
1680262565534292400,0.00111552,0.00204455,0.00109401,-0.424373,-0.191849,-9.90367
1680262565543197600,0.000931386,0.00161412,0.000231649,-0.371144,-0.111863,-9.76435
1680262565552997500,0.000418705,0.00129316,8.38844e-05,-0.443759,-0.125035,-9.84778
1680262565562573500,-0.000652876,0.00209987,0.000198017,-0.51778,-0.144156,-9.7257
1680262565571884700,0.000629885,0.00207279,0.00105216,-0.496334,-0.146387,-9.86197
1680262565580903400,-0.000824703,0.00136091,0.00070024,-0.562486,-0.112959,-9.64585
1680262565589886100,0.0011276,0.00144879,0.000113888,-0.580962,-0.0900462,-9.82588
1680262565599084000,0.000689797,0.00112158,-0.000413839,-0.603649,-0.15168,-9.84637
1680262565608003400,-0.000648137,0.00305675,-0.000398771,-0.632994,-0.0942967,-9.79638
1680262565617253600,-0.000308841,0.000946335,0.00109939,-0.638394,-0.143832,-9.84572
1680262565626860700,0.000794207,0.00101289,0.00118239,-0.71234,-0.147782,-9.7599
1680262565636379000,0.00117444,0.00180406,0.00186311,-0.668788,-0.101107,-9.88724
1680262565645318500,0.000442159,-6.93405e-06,0.000494045,-0.699616,-0.17136,-9.70162
1680262565654663000,-0.000575518,0.00153422,-0.000523257,-0.728342,-0.159267,-9.81793
1680262565663771200,0.000421174,0.00116629,-0.000107425,-0.714121,-0.157579,-9.87225
1680262565672867400,-0.000842739,0.000398484,-0.00110646,-0.761421,-0.163457,-9.80454
1680262565682054300,0.000789678,0.00179364,0.000426597,-0.710464,-0.130548,-9.90481
1680262565691240900,-0.00184107,0.000157353,-0.000561544,-0.724621,-0.146743,-9.76939
1680262565700569900,-0.000457314,0.000976432,-7.72461e-05,-0.722913,-0.125445,-9.86111
1680262565709380400,-0.000635425,0.00125433,0.000542474,-0.753085,-0.122839,-9.78169
1680262565718595300,0.00072581,0.00142302,-0.000406418,-0.713345,-0.0917299,-9.84708
1680262565727468800,0.00016697,0.000658867,0.00119468,-0.769103,-0.0975839,-9.76435
1680262565736884100,-0.000705254,0.00115472,0.00129065,-0.693447,-0.160404,-9.91257
1680262565746004600,0.00321187,0.00201864,0.000348804,-0.744163,-0.10704,-9.76631
1680262565755408600,-0.000649292,0.000465867,0.000348756,-0.770744,-0.1909,-9.80235
1680262565764556000,5.55699e-05,0.00306378,-0.000880966,-0.778315,-0.103792,-9.8428
1680262565773504900,0.000627412,0.00311356,-0.000232297,-0.739723,-0.138338,-9.77548
1680262565782690300,-0.000164759,0.00180106,0.000240163,-0.762611,-0.129729,-9.87253
1680262565791705700,-0.00258799,0.00309798,-0.000839385,-0.815783,-0.139976,-9.7783
1680262565800927800,-0.000250533,0.00140008,0.00177395,-0.742209,-0.117351,-9.86806
1680262565810013400,-0.000485312,0.00141205,-0.00139322,-0.779852,-0.134665,-9.70904
1680262565819414100,-0.00111323,0.00294636,0.000893286,-0.752497,-0.146756,-9.87718
1680262565829200000,0.00111325,0.00225965,-6.52067e-05,-0.753305,-0.0612881,-9.78631
1680262565838722300,-8.35546e-06,0.00263989,0.000725684,-0.792169,-0.157145,-9.76847
1680262565847844800,0.000442084,0.00155797,-0.00080652,-0.70325,-0.116,-9.77762
1680262565856917900,-0.000139416,0.00227766,7.00767e-05,-0.77918,-0.093995,-9.76755
1680262565866351500,0.000536473,0.000883043,-6.36451e-05,-0.74003,-0.134194,-9.86075
1680262565875388700,-3.75431e-05,0.00168086,-0.000234491,-0.758885,-0.102734,-9.78426
1680262565884882400,0.000125378,0.00107903,0.000318971,-0.723834,-0.142508,-9.84618
1680262565893847600,0.00064255,0.000967662,-0.000587307,-0.759857,-0.151738,-9.66119
1680262565903310800,-0.000900772,0.000772544,0.00017072,-0.646022,-0.137134,-9.87761
1680262565912347800,-0.000655056,0.00044975,-0.000270391,-0.75315,-0.142159,-9.73705
1680262565921477800,-0.000189129,0.00188181,-0.000242961,-0.644507,-0.153147,-9.88545
1680262565930485400,-0.000894431,0.00130603,-0.000975088,-0.729134,-0.0968624,-9.75112
1680262565940041900,0.00147168,0.000303911,-0.000714357,-0.685092,-0.15233,-9.84254
1680262565949993800,0.00138365,0.00228367,-0.000179318,-0.707679,-0.0906953,-9.86085
1680262565960646300,-0.00150807,0.00181597,0.000354889,-0.668772,-0.174074,-9.76545
1680262565970058700,0.000491459,0.00226149,0.00125329,-0.603981,-0.185899,-9.77026
1680262565978957100,-0.000648577,0.00187883,2.85842e-05,-0.750471,-0.130378,-9.54668
1680262565988183700,-0.000820306,0.00133425,0.00034854,-0.681374,-0.143301,-10.1401
1680262565997594200,0.00040147,0.00164893,-0.0010796,-0.660258,-0.155334,-9.84858
1680262566006805400,-0.00128447,0.00238875,8.70567e-05,-0.651103,-0.163345,-9.8061
1680262566016362600,2.27915e-06,0.000898896,-0.00101903,-0.661362,-0.140763,-9.82129
1680262566025409200,-0.000502905,0.00120465,-0.00170205,-0.672193,-0.101684,-9.67194
1680262566035508700,-0.000102149,-0.00044407,-0.000463378,-0.596487,-0.143341,-9.84954
1680262566045217800,-0.000955192,0.00108788,0.000970189,-0.642404,-0.0986861,-9.70838
1680262566054772800,0.000125342,0.000736905,3.66697e-06,-0.560947,-0.130355,-9.8919
1680262566064567200,-0.000912475,0.00181803,0.000936789,-0.64601,-0.150052,-9.63768
1680262566074865200,-0.000933653,0.000167536,-0.00021382,-0.600597,-0.158174,-9.90983
1680262566084819400,0.000278395,0.00174094,0.000101634,-0.595011,-0.126634,-9.86373
1680262566093801500,0.00109199,0.00136517,-0.000848213,-3.48573,-0.0971367,-9.70372
1680262566103200200,-8.91629e-05,0.001977,0.000556739,-1.67076,-0.0934804,-9.81352
1680262566112937600,-9.24565e-05,0.000179799,0.000703309,-3.21372,-0.129259,-9.86927
1680262566122520500,0.00071638,-0.000387324,0.0018791,-1.73628,-0.10597,-9.89761
1680262566132024000,0.00010475,-0.00034398,-0.00308697,-2.14358,-0.156153,-9.74272
1680262566141492500,-0.00224552,-0.0021251,-0.000113008,-1.44489,-0.188334,-9.7579
1680262566151485000,0.00104129,-7.58172e-05,0.00219439,-2.05076,-0.130579,-9.85229
1680262566160520600,0.00122145,0.00109358,0.0032387,-1.18641,-0.103847,-9.82133
1680262566170403300,0.00117517,-0.00050244,-0.00204327,-1.58846,-0.139015,-9.83034
1680262566179717600,-0.00078306,0.00106034,0.00170639,-0.970266,-0.0931014,-9.70308
1680262566189026200,-0.00022947,0.00384763,0.00157991,-1.55304,-0.157661,-9.93199
1680262566198776900,-1.58846e-05,0.00163156,6.58323e-05,-0.784837,-0.112534,-9.69911
1680262566209140700,-0.00175234,0.00264958,-0.0112296,-0.695964,-0.129886,-9.91239
1680262566218744000,-0.000255749,0.000365319,-0.00331373,-0.770746,-0.168191,-9.72879
1680262566227607500,0.000559765,-0.00126362,0.00152335,-0.849309,-0.14838,-9.73814
1680262566238113200,-0.00115937,4.24985e-05,0.00159429,-0.579874,-0.167783,-9.77605
1680262566247695200,0.000631625,0.000547234,0.00222936,-1.25972,-0.144434,-9.99607
1680262566256763300,-0.000645979,0.00109575,0.00129381,-0.40936,-0.151639,-9.79899
1680262566266651100,0.0012281,-0.000614297,0.0214865,0.327421,-0.075814,-9.66757
1680262566276117700,0.000748829,0.00112751,-0.00216513,4.50444,-0.183663,-9.96666
1680262566285961700,0.000188866,0.000848242,0.000192384,1.27767,-0.164857,-9.82659
1680262566294868400,-0.000686424,0.000466505,-2.0673e-05,1.74433,-0.119404,-9.72944
1680262566304390700,-0.000635071,0.00113955,0.000940911,1.53918,-0.138054,-9.8232
1680262566314698100,1.18664e-05,0.00100256,-0.000965624,1.48789,-0.128455,-9.83498
1680262566324142200,-0.000129363,0.000774644,0.000579064,1.13596,-0.168386,-9.78971
1680262566333677200,0.00209273,0.000576451,-0.000845509,1.21934,-0.117121,-9.71211
1680262566343436300,-0.000198567,-2.95805e-05,-0.000176919,1.04142,-0.128794,-9.89122
1680262566353438900,0.000584509,0.00169278,0.00142195,0.867576,-0.160293,-9.81462
1680262566362732400,-0.000205473,0.00169815,-0.00079233,0.757794,-0.093016,-9.72274
1680262566372061700,-0.000602957,0.00114702,0.000569099,0.729562,-0.123682,-9.75588
1680262566381912000,0.000778976,0.00144214,-0.000134087,0.653125,-0.159352,-9.85859
1680262566395543000,0.000380907,0.00125696,-0.000818113,0.540762,-0.127076,-9.868
1680262566404915300,0.000179253,0.00155221,0.000347232,0.394031,-0.13757,-9.79986
1680262566414549900,0.000148753,0.00081434,8.43836e-05,0.215646,-0.142039,-9.7058
1680262566424077000,-0.000591746,0.000473132,0.00117204,0.510767,-0.114139,-9.23636
1680262566433620300,0.000172599,0.00100468,-0.00035273,0.235697,-0.0902531,-10.5117
1680262566443355900,-0.000203876,0.00286595,-0.00060841,0.173969,-0.12718,-9.72985
1680262566453077400,-0.000100149,0.000819822,0.00145011,0.0758044,-0.116719,-9.87576
1680262566462163700,0.000177574,0.000885643,0.000589872,0.0648227,-0.0791625,-9.69734
1680262566471625200,0.000837435,-0.00175064,0.000112565,0.0427572,-0.121917,-9.73585
1680262566480726300,0.000190936,0.00171455,-0.000864967,-0.0236066,-0.13021,-9.84664
1680262566489823200,-0.00190173,0.00104368,-0.00213459,-0.0852435,-0.165465,-9.84494
1680262566499021400,0.000811834,0.00109328,0.000210127,-0.0815144,-0.138177,-9.8075
1680262566507861000,-0.00169619,-1.19206e-05,0.000592476,-0.112011,-0.0987031,-9.73678
1680262566517271100,-0.000595102,0.0013975,0.000696073,-0.133913,-0.17904,-9.85873
1680262566526245600,1.04465e-05,0.000671472,0.000341049,-0.210298,-0.143733,-9.72175
1680262566535597300,1.33529e-05,0.00072192,-0.000240993,-0.202424,-0.104374,-9.95669
1680262566544476300,-0.00106466,0.000661108,0.00122671,-0.241818,-0.156677,-9.65267
1680262566554425400,0.000716453,0.00280785,-0.000305508,-0.21154,-0.140383,-9.89236
1680262566563676100,0.00290563,0.000696639,-0.000603505,-0.275476,-0.0969821,-9.82032
1680262566572944300,0.00111867,0.000912942,-0.000283517,-0.296953,-0.108699,-9.84234
1680262566582511500,-0.00189851,-0.000537554,-0.0018907,-0.296023,-0.142044,-9.66802
1680262566591556400,-0.000368935,0.00209025,-0.000339437,-0.301051,-0.113735,-9.90201
1680262566600950600,0.00116332,-8.40016e-05,-0.000521783,-0.315079,-0.12341,-9.74334
1680262566609940700,-0.00136846,0.0012393,-0.00156137,-0.37416,-0.14432,-9.76799
1680262566619369400,-0.0008866,0.00160542,0.000529562,-0.369051,-0.213627,-9.91283
1680262566628345800,0.00277073,0.00215895,-0.00102852,-0.389215,-0.0825961,-9.74272
1680262566637601700,-0.000398955,-0.000875345,0.000534318,-0.377083,-0.172247,-9.8361
1680262566646924300,-0.000203425,0.00101728,-0.000490777,-0.43888,-0.167069,-9.8091
1680262566656936300,0.000328887,0.000550506,0.000583387,-0.41474,-0.109048,-9.84022
1680262566666549400,-0.00168082,0.00221208,0.00020601,-0.386217,-0.163965,-9.81921
1680262566675563300,-0.00172538,0.00136174,-0.000669485,-0.445707,-0.127063,-9.73762
1680262566684884800,0.000473585,3.83737e-05,0.00106792,-0.403236,-0.0821923,-9.78148
1680262566693812200,-0.000727004,0.00137374,0.0012009,-0.423457,-0.111852,-9.91573
1680262566703407000,0.00173109,-0.000156305,0.00167066,-0.453097,-0.131428,-9.85924
1680262566712536200,0.000878365,0.000706964,0.00167093,-0.47191,-0.134768,-9.775
1680262566721763500,0.000215649,0.00217961,0.000255305,-0.397213,-0.199788,-9.84422
1680262566731057900,-0.00123259,0.00170865,0.000310238,-0.441468,-0.17422,-9.74871
1680262566740149100,0.0010176,0.00184963,8.51564e-05,-0.429337,-0.13653,-9.77079
1680262566749325200,0.000362164,-0.000364441,0.000701976,-0.377112,-0.0908672,-9.86812
1680262566758279400,0.00220314,0.000929247,0.00261313,-0.461099,-0.136511,-9.71913
1680262566767723100,0.000350733,-0.000405982,0.00160361,-0.424115,-0.13009,-9.89438
1680262566776893400,0.0021241,0.000882934,-0.000775757,-0.447952,-0.140479,-9.76129
1680262566786379700,-0.000844045,-0.000387513,0.000403146,-0.455678,-0.18226,-9.80205
1680262566795253500,-0.00085391,0.0016685,0.000169169,-0.453001,-0.127837,-9.74037
1680262566804708200,0.000605424,0.00024324,-0.000182174,-0.457148,-0.141803,-9.81717
1680262566813746700,-0.000735892,0.00242589,-0.00083888,-0.468437,-0.143792,-9.81875
1680262566822791700,-0.00135617,0.00131473,0.000276204,-0.430113,-0.0931433,-9.874
1680262566831950600,0.00166897,-0.000487452,-0.000370079,-0.465152,-0.136882,-9.74226
1680262566841174600,0.000202994,-6.14987e-05,-0.000697345,-0.477779,-0.147837,-9.80426
1680262566850651800,-0.00108194,0.00110035,-0.0010724,-0.442236,-0.134483,-9.80679
1680262566860296100,-0.000586254,0.000473382,-0.000356024,-0.457341,-0.141777,-9.71601
1680262566870289500,-0.00330715,0.00182571,0.0002952,-0.375479,-0.147195,-9.79867
1680262566879364500,0.00126041,0.00211388,0.000263598,-0.442026,-0.102032,-9.70847
1680262566888714500,-0.00150819,0.00242211,-0.000728895,-0.442502,-0.121809,-9.78776
1680262566898096600,-0.00182749,0.000313299,-0.000421697,-0.44894,-0.114406,-9.84023
1680262566907292800,-0.000917675,0.000230717,-0.00131681,-0.417691,-0.103653,-9.92325
1680262566916686800,-5.82227e-05,7.21826e-05,0.000299587,-0.43376,-0.124539,-9.76105
1680262566925899200,0.000543085,0.000401175,7.9523e-05,-0.455114,-0.113562,-9.79301
1680262566935195800,0.000847953,0.00097036,0.000374651,-0.405782,-0.162359,-9.89574
1680262566944158900,-0.00118915,0.000656123,-0.00138712,-0.448923,-0.114383,-9.72536
1680262566953590500,0.000836745,0.000473302,0.000881342,-0.384097,-0.118961,-9.88849
1680262566962889100,0.0028951,0.000714164,-0.00139477,-0.427743,-0.133663,-9.75404
1680262566972681800,-0.000236546,-0.00136086,-0.000599858,-0.4062,-0.10863,-9.83295
1680262566982502600,-0.000177457,0.000799591,-0.00057186,-0.386774,-0.161868,-9.79431
1680262566991795400,-0.000335801,-0.000861058,-0.00186507,-0.412718,-0.14475,-9.79167
1680262567001697900,-0.000554994,0.00068669,-9.94219e-05,-0.377341,-0.116815,-9.78761
1680262567011002200,0.000249395,3.50858e-05,-0.000448905,-0.418578,-0.137185,-9.76636
1680262567020523700,-0.000583193,0.000470297,-0.00097553,-0.402703,-0.140314,-9.88198
1680262567029978300,0.000485942,0.0005054,-0.00175037,-0.421705,-0.115375,-9.68886
1680262567040375200,0.000711163,0.00301756,0.000314713,-0.43097,-0.144911,-9.89528
1680262567049940100,0.000667079,0.000294728,-0.000649446,-0.378513,-0.091583,-9.78604
1680262567059106500,-2.63188e-05,0.000249397,0.000316585,-0.32233,-0.1502,-9.82525
1680262567068677400,-0.00134582,-0.00151469,0.0002108,-0.395222,-0.117463,-9.62631
1680262567079343900,0.000611337,-0.000124462,0.000235216,-0.362761,-0.15369,-9.95332
1680262567089367500,-0.000448599,0.000109146,0.000491537,-0.331139,-0.165773,-9.83337
1680262567099172200,-0.00163786,0.00111695,0.0003285,-0.378622,-0.195381,-9.67804
1680262567109050200,0.000742119,-0.000328617,-0.00017055,-0.402472,-0.140005,-9.83702
1680262567118758000,0.000342535,-0.000794771,0.000301687,-0.390468,-0.102655,-9.82503
1680262567127879900,-0.000344108,-0.000868835,0.000486123,-0.369681,-0.156954,-9.81267
1680262567137595600,-0.00086025,0.000669978,0.000388683,-0.366579,-0.0805038,-9.76614
1680262567148068000,0.00016778,0.000556981,0.00175406,-0.348861,-0.175873,-9.84832
1680262567157339600,0.000676364,0.000697807,-0.000583664,-0.313617,-0.136397,-9.84269
1680262567166994400,0.00160404,6.47495e-05,-0.00093361,-0.355015,-0.0875126,-9.74491
1680262567177046100,-0.00107414,0.00135651,-0.00107901,-0.376977,-0.141024,-9.81183
1680262567186801400,0.000732355,-0.00124238,0.000277852,-0.333325,-0.108388,-9.88721
1680262567196202600,0.00202146,0.00219395,-0.000743431,-0.3132,-0.114112,-9.7473
1680262567205877500,0.000170521,-0.00020134,0.000690403,-0.352529,-0.144843,-9.72572
1680262567216442400,0.00143431,0.000475907,-0.00063847,-3.09795,-0.134181,-9.97622
1680262567225824900,-0.00106788,0.000454378,0.000626642,-0.752224,-0.118062,-9.82777
1680262567235350000,-0.000291689,-0.000503288,0.00116034,-1.73099,-0.147104,-9.71506
1680262567245168200,-0.000927584,0.000654212,-0.000560341,-0.655476,-0.123523,-9.82761
1680262567254579200,0.000153791,-0.000182996,0.00092261,-1.53436,-0.146019,-9.87705
1680262567263721700,-0.00108996,0.000725205,0.000194357,-0.403364,-0.150774,-9.84004
1680262567273550600,-0.00010189,-0.000855556,0.00080041,-1.38224,-0.127382,-9.76881
1680262567284734900,0.000673173,0.00151074,-0.000896616,-0.300272,-0.115984,-9.98245
1680262567294155800,0.000996473,0.00127894,0.00172917,-0.961094,-0.104082,-9.76298
1680262567303906500,-0.0005855,0.000661607,-0.000672088,-0.134455,-0.109713,-9.61672
1680262567314087200,-0.000828607,-0.000359365,0.000876928,-0.926335,-0.142824,-9.86347
1680262567323535200,-5.38467e-06,0.000208147,7.41688e-05,-0.049488,-0.133215,-9.95432
1680262567333164200,-0.00135773,0.00144664,0.000487349,-0.679557,-0.118388,-9.74545
1680262567342532100,9.16416e-05,0.000720031,0.000747626,0.0410411,-0.0894052,-9.65794
1680262567353204500,-0.00105424,-0.000742353,-0.000477438,-0.625985,-0.127299,-9.99316
1680262567362831800,0.000641708,0.000345238,-0.00013265,0.108725,-0.0989939,-9.71029
1680262567372175700,-0.000242117,0.00167529,0.000350876,-0.499403,-0.106642,-9.76819
1680262567382620500,-0.00173158,0.00171419,-0.000271872,0.225423,-0.173626,-9.75389
1680262567396230900,0.000436379,-0.000458294,-0.000412276,-0.446701,-0.104677,-9.86699
1680262567405716600,-0.000335912,-0.000522253,-8.34698e-08,0.615538,-0.105935,-9.84203
1680262567416077300,-2.17221e-05,0.000308793,-0.000157588,0.233499,-0.10162,-9.64851
1680262567425306300,0.00205028,-0.00135971,-0.0507282,3.49689,-0.127144,-9.32342
1680262567434717100,-0.000802612,0.000454815,0.0246262,-1.83969,-0.138122,-10.5549
1680262567443818200,0.000298823,-0.00126889,0.0379763,4.31133,-0.213508,-9.62302
1680262567453967800,2.74876e-05,-8.13316e-05,-0.023771,-2.32847,-0.0851176,-9.94282
1680262567463197100,0.00116313,-0.000607642,-0.0203891,4.40942,-0.0164911,-9.71673
1680262567472486600,0.00397765,-0.000436068,-0.00514876,2.00361,-0.173956,-9.67819
1680262567483483100,0.00120092,-0.00199386,-0.00101185,2.17433,-0.146048,-9.90973
1680262567492805200,0.00153751,-0.00145483,0.00137823,2.01206,-0.129479,-9.75629
1680262567502152600,0.00148557,-0.00165175,0.000113086,1.56134,-0.105462,-9.79433
1680262567511087600,0.00260742,-9.31019e-05,-0.00136708,2.04036,-0.0983083,-9.5839
1680262567520467000,0.00404799,-0.0020378,-0.000382186,1.44231,-0.140826,-10.1211
1680262567529596500,0.00347215,-0.000649638,0.000730642,1.42747,-0.109763,-9.70349
1680262567538875900,0.00265644,-0.00168699,-0.00020309,1.21739,-0.160681,-9.75724
1680262567548303300,0.00322208,-6.42375e-05,0.000517823,1.06899,-0.115635,-9.77576
1680262567557468700,0.00141382,-0.00303202,-0.000827223,1.04185,-0.174134,-9.74541
1680262567566757500,0.00338364,-0.00153584,-0.00166094,0.851381,-0.0966742,-9.82971
1680262567576072700,0.0034698,0.000270883,-4.22987e-05,0.860083,-0.135103,-9.78545
1680262567585659800,0.00191672,-0.000962541,-0.000349522,0.678448,-0.168036,-9.86237
1680262567594628800,0.00174409,-0.000941989,-0.00212068,0.605982,-0.144397,-9.72324
1680262567604234400,0.00287043,-0.000784108,7.8327e-05,0.546569,-0.110685,-9.7775
1680262567613478600,0.00146911,-0.00147237,-0.00011031,0.443833,-0.0804078,-9.82719
1680262567622834600,0.00223668,-0.000315117,0.000628661,0.399076,-0.147978,-9.84057
1680262567631982000,0.000442633,0.00240763,-0.00210888,0.305335,-0.145887,-9.75812
1680262567640935600,0.00482315,-0.00104652,0.00107198,0.248527,-0.123682,-9.78052
1680262567650324600,0.00179412,-0.00188486,0.000813348,0.160073,-0.132773,-9.80436
1680262567659284000,0.00342795,-0.00203583,-0.000828625,0.130455,-0.142183,-9.78293
1680262567668619200,0.00277605,-0.00142391,-0.000268853,-0.0246347,-0.162352,-9.83873
1680262567678223900,0.00334473,-0.00122493,0.00169587,0.0279405,-0.0766028,-9.70271
1680262567688252400,0.001276,-0.00276954,-0.00016173,-0.0674119,-0.152062,-9.90156
1680262567697614800,0.0014725,4.79328e-05,0.000295836,-0.0855995,-0.160958,-9.7306
1680262567706857100,7.22377e-05,-0.000476247,0.000193059,-0.0950767,-0.100316,-9.74963
1680262567716541600,0.00401129,-0.00130546,0.000237614,-0.154478,-0.117658,-9.81652
1680262567725724400,0.001771,-0.000934101,-0.000376528,-0.169941,-0.12888,-9.93177
1680262567735329900,0.00209584,-0.00163237,0.000606134,-0.243317,-0.172968,-9.80178
1680262567744728300,-4.8846e-05,-0.00168187,0.000899338,-0.192118,-0.172492,-9.71595
1680262567754219900,0.00179629,-0.00241733,0.000617237,-0.316878,-0.118488,-9.88147
1680262567763375600,0.00156516,-0.00190067,0.000436184,-0.319356,-0.0721147,-9.78636
1680262567772728300,0.000273144,-0.00108297,0.00145017,-0.31076,-0.144521,-9.78902
1680262567782041800,0.00145909,-0.00144769,8.72956e-05,-0.373043,-0.163607,-9.86517
1680262567791282500,0.00130685,-0.00240095,-0.000174428,-0.399169,-0.151819,-9.67578
1680262567800946700,0.00163711,-0.00137106,-0.000522769,-0.347954,-0.127177,-9.81678
1680262567810073300,0.00135294,-0.00085215,-0.00132177,-0.41697,-0.170447,-9.78893
1680262567819563500,0.000568087,-0.00112335,7.08202e-06,-0.399713,-0.152732,-9.83043
1680262567828678100,0.00193502,-0.0010344,-0.000900067,-0.435202,-0.190053,-9.74498
1680262567838080100,0.00139566,-0.000952885,-0.000723663,-0.419396,-0.121684,-9.82285
1680262567847383000,0.000448666,-0.00292788,-0.000416613,-0.484404,-0.108223,-9.79496
1680262567856676600,0.00425803,-0.00240654,-7.6087e-05,-0.43679,-0.179797,-9.80956
1680262567866154900,0.00305672,-0.000334129,-0.000579016,-0.444596,-0.101322,-9.83418
1680262567875339900,0.000764697,-0.000304404,-0.00165004,-0.44052,-0.126462,-9.80316
1680262567885324900,0.00177467,-0.000343679,0.000434391,-0.4447,-0.140033,-9.85035
1680262567895131900,0.00447654,-0.00271725,0.000104437,-0.517283,-0.130208,-9.68415
1680262567904816900,0.00253702,-0.0018679,-0.00167766,-0.444233,-0.193082,-9.90748
1680262567914108800,-0.000914807,-0.000501407,0.00179972,-2.88964,-0.180064,-9.63952
1680262567923305600,0.00155052,-0.00339119,-8.44068e-05,-1.66674,-0.112673,-9.88765
1680262567932818900,0.00169069,-0.000912875,-0.000813772,-3.13523,-0.12741,-9.86347
1680262567941945500,0.00153296,-0.000184411,-0.00100486,-1.81696,-0.126327,-9.79305
1680262567951329000,0.000443813,-0.00172984,0.00031078,-1.97786,-0.163932,-9.83383
1680262567960695000,0.00143525,0.00196107,0.00103413,-1.5523,-0.128916,-9.78632
1680262567970538300,0.00147036,0.000782928,0.00113918,-2.18746,-0.13176,-9.91818
1680262567979798100,-0.000699874,-0.00241622,0.00249011,-1.20327,-0.102684,-9.63985
1680262567990034300,0.00021001,-0.000209741,-0.00613882,-1.27838,-0.189699,-9.80327
1680262567999731400,-0.000174512,-0.0020371,-0.00122157,-1.15261,-0.184985,-9.78167
1680262568008872700,0.00143883,-0.000392302,0.0089563,-0.884164,-0.118146,-9.81144
1680262568018236800,-0.000891808,-0.00178085,0.00485035,-0.968561,-0.126234,-9.75272
1680262568027318900,0.000916052,-0.00199077,0.00143438,-1.60369,-0.153699,-9.95567
1680262568036751200,0.000684178,0.000564852,0.00086923,-0.897331,-0.181128,-9.87203
1680262568046091700,0.000768919,-0.000136353,-0.0136948,-0.430061,-0.165391,-9.78543
1680262568056521400,-0.000293886,-0.000568303,-0.002075,1.48522,-0.138332,-9.76791
1680262568066117700,0.000791955,-0.00204054,0.0225206,0.295594,-0.1229,-9.84525
1680262568075171000,0.00126234,0.000467008,-0.0010463,3.49741,-0.159218,-9.72726
1680262568084621400,0.00148286,0.000122458,0.000490566,0.309266,-0.0830492,-9.74473
1680262568094835400,0.00328743,-0.00267235,-0.0262813,2.65572,-0.133007,-9.85229
1680262568104961200,0.00251429,-0.000384189,0.00505784,2.62974,-0.106241,-9.90174
1680262568114692200,0.000924888,-0.000553822,-0.0223012,1.62026,-0.205877,-9.63624
1680262568124387600,0.00279589,-0.00163505,0.00488012,0.97486,-0.103911,-9.83104
1680262568134502200,0.000573045,-0.00140907,-0.0127688,5.74049,-0.12815,-9.79319
1680262568143710000,0.000598981,-0.00167504,0.0233289,0.624166,-0.223344,-9.90518
1680262568153436400,0.00276505,-0.00236242,-0.0278699,1.01768,-0.132136,-9.82096
1680262568163365000,0.00108375,-0.000968337,0.0253198,1.4445,-0.0620512,-9.75278
1680262568172837600,0.00206604,-0.00233495,-0.0169741,1.97493,-0.091386,-9.87083
1680262568182366800,0.00172629,-0.00145616,0.00367983,1.31735,-0.24491,-9.76364
1680262568191973800,0.00246525,-0.00280876,0.00333364,1.77073,-0.116733,-9.78165
1680262568202003500,0.00313198,-0.0025418,0.00044764,1.37271,-0.122887,-9.86817
1680262568211251500,0.00295467,-0.00228115,0.00100486,1.30397,-0.125386,-9.78731
1680262568221119400,0.00297363,-0.00303279,-0.00033588,1.123,-0.181906,-9.74554
1680262568231373700,0.00103802,-0.000854286,0.000144138,1.07477,-0.147616,-9.82783
1680262568240679300,0.00153865,-0.000142055,0.000515719,0.824606,-0.110799,-9.87168
1680262568250333800,-2.77807e-05,-0.000641827,-0.000938449,0.796652,-0.182538,-9.69087
1680262568259934600,0.0031018,-0.00050032,0.000296164,0.693129,-0.145599,-9.88952
1680262568269903900,0.00204972,-0.00109455,-0.000391054,0.514334,-0.157539,-9.90801
1680262568279246800,0.00299338,-0.00197159,0.00103367,0.466027,-0.155096,-9.7373
1680262568288779300,0.00094556,-0.000730746,-0.000730949,0.335119,-0.186217,-9.76942
1680262568298743900,0.00421702,-0.00200487,0.000401714,0.246772,-0.152449,-9.84425
1680262568308234100,0.00351455,-0.00322265,-0.00037052,0.180336,-0.152084,-9.95156
1680262568318326300,0.00281551,-0.00271401,0.00171812,0.113491,-0.164081,-9.75539
1680262568328733200,0.00444898,-0.00196773,0.000903883,0.0418238,-0.159499,-9.74224
1680262568338311500,0.00248935,-0.00266416,0.000897248,-0.0396595,-0.0943223,-9.88334
1680262568348009200,0.00053633,-0.00135125,0.00161469,-0.0782305,-0.133387,-9.70625
1680262568357353000,0.00512294,-0.00212793,-5.23993e-05,-0.183982,-0.13952,-9.80994
1680262568367868700,0.002117,-0.000424978,0.00096231,-0.214866,-0.205305,-9.97816
1680262568377353000,0.00125874,-0.00326683,0.000242789,-0.278219,-0.199392,-9.7782
